replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp
2,7,4,48,35,339,362,0.608,0.645,0.9868571428571429,39.012048412698405,131.26,35.8,0,40,1707452609.3413036
1,8,4,35,32,286,335,0.786,0.647,0.99825,40.010298412698404,54.84,32.47,0,32,1707452837.3357654
4,6,4,32,24,86,93,0.356,0.662,0.9593333333333334,40.96963174603174,36.09,24.27,0,24,1707452984.8028579
5,8,9,24,56,325,319,0.566,0.76,0.9551944444444445,41.92482619047618,24.37,56.88,0,56,1707453213.504778
3,4,6,56,27,99,107,0.288,0.715,0.972,42.89682619047618,218.73,27.67,0,48,1707453417.7444963
6,9,9,27,40,192,187,0.541,0.71,0.9390000000000001,43.83582619047618,23.3,40.78,0,40,1707453817.124898
4,6,9,40,40,231,245,0.473,0.802,0.9679444444444445,44.803770634920625,66.66,40.2,0,40,1707454017.317711
4,4,7,40,25,113,125,0.342,0.719,0.9855,45.789270634920626,193.13,25.87,0,40,1707454260.7688806
3,9,8,25,32,221,228,0.522,0.692,0.9445,46.733770634920624,18.95,32.0,0,32,1707454560.1282356
3,7,9,32,32,294,303,0.52,0.719,0.9541746031746032,47.687945238095224,22.53,32.0,0,32,1707454786.2726204
1,4,8,32,14,123,156,0.399,0.673,0.983875,48.67182023809522,342.15,14.8,0,40,1707455045.6909697
4,8,6,14,40,275,277,0.553,0.683,0.969125,49.64094523809522,22.82,40.34,0,40,1707455254.5868092
1,6,5,40,25,546,591,0.6,0.615,1.0,50.64094523809522,195.6,25.67,0,40,1707455458.049841
5,8,6,25,40,230,227,0.595,0.667,0.974375,51.61532023809522,24.73,40.0,0,40,1707455627.9899912
5,4,4,40,32,58,64,0.327,0.692,0.98175,52.59707023809522,147.12,32.53,0,40,1707455825.892983
5,8,7,32,33,127,132,0.414,0.639,0.9430357142857143,53.540105952380934,23.42,33.0,0,32,1707456134.9109318
2,8,7,33,32,403,413,0.264,0.658,0.927,54.46710595238093,16.09,32.13,0,32,1707456328.600202
5,5,6,32,45,79,87,0.38,0.685,0.976,55.44310595238093,170.53,45.93,0,64,1707456463.8431888
2,5,5,45,34,355,376,0.448,0.695,0.9896,56.432705952380935,173.48,34.2,0,48,1707456733.2228775
5,5,5,34,34,91,99,0.387,0.692,0.9774,57.41010595238094,128.98,34.68,0,40,1707457020.7022505
5,7,7,34,49,116,125,0.433,0.667,0.9571428571428572,58.367248809523794,30.03,49.33,0,48,1707457197.60919
3,4,4,49,32,195,209,0.323,0.718,0.98075,59.347998809523794,183.03,32.33,0,48,1707457410.4597282
6,8,6,32,57,226,228,0.485,0.672,0.9606250000000001,60.308623809523795,24.34,57.91,0,56,1707457803.6531975
5,6,4,57,65,190,199,0.468,0.669,0.978,61.286623809523796,126.31,65.47,0,72,1707458008.6164553
2,4,9,65,21,149,169,0.396,0.732,0.9803333333333333,62.26695714285713,366.39,21.93,0,64,1707458231.8604922
5,6,6,21,70,196,207,0.528,0.702,0.988,63.25495714285713,106.71,70.27,0,72,1707458542.047665
4,7,4,70,89,546,560,0.576,0.726,0.9822857142857143,64.23724285714285,68.05,89.22,0,88,1707458775.8380692
3,7,8,89,57,458,456,0.583,0.718,0.9730357142857142,65.21027857142856,45.59,57.27,0,56,1707458998.1446397
1,8,9,57,48,457,533,0.8,0.648,0.972,66.18227857142855,96.8,48.53,0,48,1707459253.325176
6,4,5,48,37,123,131,0.265,0.696,0.96625,67.14852857142856,182.29,37.78,0,56,1707459400.8503454
3,9,7,37,65,585,579,0.657,0.701,0.973,68.12152857142856,18.05,65.88,0,64,1707459718.6039443
4,7,7,65,72,302,314,0.616,0.751,0.988,69.10952857142856,52.86,72.53,0,72,1707459957.40987
1,9,5,72,67,1516,1739,0.901,0.644,1.0,70.10952857142856,178.6,67.72,0,96,1707460161.227808
6,7,6,67,97,432,433,0.522,0.743,0.9745714285714286,71.08409999999998,51.47,97.68,0,96,1707460318.9011877
1,9,7,97,65,899,1055,0.9,0.599,0.9855714285714285,72.06967142857141,226.71,65.8,0,120,1707460558.9762292
1,4,7,65,17,246,286,0.392,0.682,0.9954285714285714,73.06509999999999,526.08,17.27,0,72,1707460710.580913
4,7,5,17,88,217,231,0.57,0.68,0.9814285714285714,74.04652857142855,69.88,88.13,0,88,1707460923.5714185
2,5,5,88,40,176,202,0.477,0.624,0.9954000000000001,75.04192857142856,224.5,40.4,0,72,1707461131.6402338
5,7,6,40,81,226,238,0.613,0.715,0.9875714285714285,76.02949999999998,71.79,81.13,0,80,1707461380.3364308
3,7,6,81,64,591,579,0.24,0.791,0.9342857142857143,76.9637857142857,15.82,64.07,0,64,1707461599.2867596
2,6,9,64,52,339,375,0.582,0.741,0.9793333333333334,77.94311904761904,147.24,52.6,0,64,1707461734.5731459
3,6,9,52,57,387,409,0.429,0.765,0.9565,78.89961904761904,146.26,57.84,0,72,1707461964.4658158
2,6,9,57,72,1033,948,0.269,0.794,0.9330555555555555,79.8326746031746,17.24,72.4,0,72,1707462118.1121194
2,9,7,72,72,820,840,0.786,0.648,0.979904761904762,80.81257936507936,18.05,72.24,0,72,1707462253.3760881
3,8,8,72,80,550,561,0.608,0.739,0.968375,81.78095436507935,20.89,80.57,0,80,1707462448.2301319
3,6,6,80,76,374,384,0.466,0.669,0.9776666666666667,82.75862103174602,124.66,76.07,0,88,1707462688.9063668
2,4,8,76,26,55,64,0.344,0.691,0.972375,83.73099603174602,269.87,26.0,0,56,1707462991.8365986
4,5,9,26,44,176,193,0.393,0.856,0.9737111111111111,84.70470714285713,155.69,44.0,0,56,1707463291.5941455
3,4,7,44,47,331,350,0.336,0.779,0.984,85.68870714285713,292.32,47.93,0,112,1707463559.66036
3,4,8,47,44,351,373,0.32,0.744,0.973,86.66170714285713,275.56,44.32,0,96,1707463978.589204
1,6,5,44,40,855,1020,0.592,0.7,0.9986666666666667,87.66037380952379,320.37,40.47,0,104,1707464397.3092022
1,9,5,40,67,1098,1282,0.899,0.608,0.9998888888888888,88.66026269841268,209.11,67.26,0,112,1707464577.6202593
1,9,4,67,74,1566,1666,0.849,0.587,0.9943333333333333,89.65459603174601,239.25,74.73,0,144,1707464729.258837
3,4,4,74,44,333,344,0.327,0.749,0.98175,90.63634603174602,250.72,44.43,0,88,1707464876.8209684
1,5,5,44,26,447,542,0.5,0.627,1.0,91.63634603174602,307.16,26.2,0,64,1707465297.3532746
2,8,5,26,88,657,699,0.749,0.639,0.993625,92.62997103174601,76.79,88.53,0,88,1707465485.8382983
3,7,7,88,73,521,530,0.552,0.699,0.9787142857142858,93.6086853174603,60.39,73.27,0,72,1707465689.0063334
4,5,5,73,50,132,142,0.434,0.711,0.9868,94.5954853174603,175.64,50.47,0,72,1707465952.690468
5,8,8,50,98,313,321,0.57,0.72,0.9612499999999999,95.55673531746031,69.25,98.96,0,96,1707466208.6347024
3,7,4,98,89,690,704,0.549,0.715,0.9784285714285714,96.53516388888887,72.33,89.22,0,88,1707466409.0895452
6,5,7,89,61,117,124,0.455,0.738,0.991,0.0,196.1,61.07,0,96,1707466679.0472171
6,6,6,61,82,281,288,0.448,0.695,0.9746666666666667,0.9746666666666667,131.69,82.53,0,96,1707466936.592794
2,6,8,82,49,326,355,0.571,0.704,0.9831666666666666,1.9578333333333333,244.64,49.33,0,96,1707467160.459675
1,8,5,49,52,1219,1415,0.751,0.64,0.9938750000000001,2.9517083333333334,208.78,52.6,0,88,1707467419.2570884
4,9,7,52,105,530,544,0.759,0.724,0.9843333333333333,3.9360416666666667,34.24,105.13,0,104,1707467577.016735
6,8,7,105,168,278,288,0.6,0.707,0.975,4.911041666666667,73.4,168.8,0,168,1707467766.6551404
6,7,7,168,140,391,403,0.561,0.732,0.9801428571428572,5.891184523809524,96.76,140.73,0,144,1707467971.89811
3,4,5,140,51,304,324,0.357,0.722,0.98925,6.880434523809524,372.29,51.13,0,152,1707468191.4542415
2,9,5,51,130,1159,1208,0.845,0.628,0.9938888888888888,7.874323412698413,126.68,130.4,0,144,1707468605.7526875
6,4,5,130,41,122,133,0.286,0.735,0.9715,8.845823412698413,314.06,41.73,0,104,1707468808.7895374
6,7,5,41,93,188,196,0.507,0.657,0.9724285714285714,9.818251984126984,128.26,93.35,0,104,1707469137.5078506
3,9,5,93,80,621,637,0.513,0.669,0.957,10.775251984126985,25.12,80.4,0,80,1707469348.70518
6,6,5,80,89,162,170,0.467,0.647,0.9778333333333333,11.753085317460318,134.35,89.93,0,104,1707469583.406597
2,4,4,89,25,103,116,0.366,0.684,0.9915,12.744585317460318,481.31,25.0,0,96,1707469817.9152057
1,4,9,25,20,208,264,0.396,0.75,0.9823333333333333,13.726918650793651,586.28,20.27,0,96,1707470136.7346957
1,8,4,20,53,1158,1344,0.744,0.621,0.993,14.719918650793652,224.09,53.13,0,96,1707470364.1932325
6,4,5,53,48,38,42,0.267,0.675,0.96675,15.686668650793651,250.5,48.0,0,96,1707470528.1144743
6,6,5,48,75,133,142,0.505,0.685,0.9841666666666666,16.670835317460316,111.37,75.07,0,80,1707470848.8730989
2,8,8,75,80,572,616,0.724,0.673,0.974625,17.645460317460316,22.99,80.27,0,80,1707471083.613681
4,9,4,80,105,670,679,0.779,0.694,0.9865555555555555,18.63201587301587,25.4,105.93,0,104,1707471278.590433
3,6,5,105,101,641,677,0.523,0.706,0.9871666666666666,19.619182539682537,137.4,101.16,0,120,1707471478.9597075
3,8,7,101,129,475,499,0.793,0.73,0.999125,20.618307539682537,120.61,129.13,0,144,1707471778.6250842
2,7,6,129,93,855,951,0.605,0.709,0.9864285714285714,21.60473611111111,202.1,93.87,0,152,1707472043.9010222
6,8,5,93,170,357,371,0.644,0.67,0.9805,22.585236111111108,72.71,170.43,0,160,1707472262.2793686
6,7,6,170,111,364,374,0.539,0.755,0.977,23.56223611111111,56.71,111.47,0,104,1707472468.9134448
5,7,7,111,81,182,189,0.531,0.684,0.9735714285714286,24.535807539682537,65.1,81.53,0,80,1707472688.479976
3,8,5,81,118,996,1009,0.704,0.673,0.988,25.523807539682537,62.42,118.44,0,112,1707472897.428415
4,5,5,118,51,140,149,0.425,0.694,0.985,26.508807539682536,233.09,51.93,0,96,1707473157.041103
5,8,6,51,99,430,429,0.627,0.698,0.978375,27.487182539682536,37.09,99.45,0,96,1707473415.676382
5,5,9,99,56,146,156,0.421,0.788,0.9717555555555556,28.458938095238093,215.67,56.13,0,96,1707473633.1874113
3,6,5,56,85,597,626,0.472,0.692,0.9786666666666667,29.43760476190476,128.8,85.43,0,96,1707473886.0090206
2,4,9,85,30,161,185,0.39,0.737,0.9793888888888889,30.416993650793646,328.96,30.8,0,80,1707474177.2646172
2,9,4,30,72,532,556,0.779,0.68,0.9865555555555555,31.4035492063492,30.49,72.07,0,72,1707474502.3319755
2,9,8,72,105,552,596,0.832,0.698,0.9796944444444444,32.383243650793645,46.78,105.73,0,104,1707474691.3374932
1,8,8,105,52,871,930,0.801,0.664,0.983,33.36624365079364,250.42,52.27,0,104,1707474880.4233193
1,9,8,52,80,509,616,0.862,0.707,0.9841527777777778,34.35039642857142,154.22,80.67,0,104,1707475034.2725377
2,6,8,80,53,377,418,0.566,0.678,0.9790833333333333,35.32947976190476,241.65,53.8,0,104,1707475181.802707
5,6,4,53,77,219,232,0.535,0.707,0.9891666666666666,36.31864642857143,154.36,77.2,0,96,1707475410.263299
1,8,5,77,49,1090,1168,0.76,0.621,0.995,37.313646428571424,203.04,49.33,0,80,1707475638.1183047
1,5,6,49,22,386,490,0.499,0.646,0.9998,38.313446428571424,404.21,22.13,0,72,1707475802.0949628
4,4,9,22,17,88,95,0.301,0.801,0.96425,39.277696428571424,168.24,17.27,0,24,1707475976.2795906
2,5,5,17,18,114,125,0.457,0.653,0.9914000000000001,40.26909642857142,156.32,18.73,0,24,1707476280.298629
5,5,4,18,32,86,94,0.305,0.678,0.961,41.23009642857142,37.63,32.07,0,32,1707476533.047129
6,4,5,32,31,61,68,0.287,0.67,0.97175,42.20184642857142,101.04,31.33,0,32,1707476787.7560074
2,7,7,31,40,530,553,0.591,0.7,0.9844285714285714,43.186274999999995,41.13,40.88,0,40,1707477072.3527632
1,4,9,40,10,95,125,0.399,0.713,0.9789722222222222,44.16524722222222,378.98,10.6,0,32,1707477293.7821078
2,7,6,10,32,422,431,0.633,0.748,0.9904285714285714,45.15567579365079,32.46,32.61,0,32,1707477496.739213
4,5,5,32,24,137,145,0.42,0.691,0.984,46.139675793650795,49.54,24.27,0,24,1707477712.226316
4,7,6,24,40,170,172,0.489,0.659,0.9698571428571429,47.10953293650794,24.98,40.8,0,40,1707477965.9697094
5,8,4,40,40,232,229,0.514,0.669,0.96425,48.07378293650794,20.74,40.0,0,40,1707478173.8771904
5,4,5,40,29,81,88,0.269,0.721,0.9672499999999999,49.04103293650794,168.85,29.14,0,40,1707478377.738705
6,9,8,29,41,185,188,0.661,0.664,0.9564444444444444,49.99747738095238,19.92,41.13,0,40,1707478678.2147782
2,6,8,41,46,400,423,0.539,0.665,0.9729583333333334,50.97043571428571,105.33,46.68,0,48,1707478866.1087637
3,6,4,46,42,240,252,0.384,0.666,0.964,51.93443571428571,43.55,42.67,0,40,1707479087.768387
3,9,7,42,32,294,297,0.651,0.688,0.9706190476190476,52.90505476190476,20.19,32.0,0,32,1707479372.9540684
4,7,9,32,24,158,161,0.463,0.691,0.9429206349206349,53.84797539682539,28.8,24.26,0,24,1707479601.4324949
1,7,8,24,42,353,389,0.675,0.635,0.9758035714285714,54.82377896825396,166.04,42.33,0,56,1707479817.3118577
2,5,6,42,34,395,429,0.436,0.662,0.9872,55.81097896825396,173.09,34.74,0,48,1707479975.0590653
3,9,9,34,40,362,367,0.598,0.739,0.9485555555555556,56.75953452380952,17.37,40.78,0,40,1707480238.0750387
4,5,6,40,24,105,114,0.425,0.68,0.985,57.74453452380952,164.73,24.73,0,40,1707480479.5554924
1,4,7,24,12,302,343,0.393,0.8,0.99825,58.74278452380952,395.83,12.76,0,40,1707480729.1638765
6,5,8,12,28,142,144,0.325,0.753,0.959125,59.70190952380952,106.46,28.27,0,32,1707480948.1841052
1,6,7,28,23,84,97,0.599,0.626,0.9892619047619048,60.69117142857142,172.19,23.33,0,32,1707481207.6014748
4,6,4,23,40,274,281,0.435,0.722,0.9725,61.66367142857142,39.07,40.74,0,40,1707481365.3355277
1,7,7,40,33,727,774,0.7,0.672,0.996,62.65967142857142,146.31,33.41,0,40,1707481617.180974
4,7,8,33,36,164,170,0.471,0.737,0.9594107142857142,63.61908214285714,67.85,36.06,0,40,1707481787.189966
2,4,5,36,17,227,253,0.349,0.704,0.98725,64.60633214285714,293.67,17.69,0,40,1707482008.2530978
1,5,9,17,17,284,346,0.5,0.687,0.9763333333333334,65.58266547619047,278.15,17.87,0,40,1707482333.6887422
5,7,5,17,32,96,104,0.43,0.631,0.9614285714285714,66.54409404761904,27.96,32.4,0,32,1707482526.3902187
4,5,7,32,31,49,54,0.329,0.681,0.9630857142857143,67.50717976190475,69.14,31.53,0,32,1707482730.8244667
2,5,4,31,30,333,354,0.47,0.652,0.994,68.50117976190475,265.35,30.27,0,64,1707482978.5260031
6,9,7,30,49,202,202,0.453,0.659,0.9444761904761905,69.44565595238095,25.02,49.0,0,48,1707483241.6536162
5,4,8,49,24,26,29,0.314,0.766,0.9742500000000001,70.41990595238094,210.91,24.07,0,40,1707483448.370314
4,9,9,24,48,225,234,0.583,0.696,0.9421111111111111,71.36201706349206,25.64,48.0,0,48,1707483747.7408915
2,8,7,48,48,613,625,0.757,0.709,0.994625,72.35664206349206,22.32,48.0,0,48,1707483935.0409262
4,9,9,48,57,323,326,0.57,0.744,0.946,73.30264206349206,19.77,57.81,0,56,1707484138.3181002
6,4,6,57,32,84,93,0.272,0.706,0.968,74.27064206349206,390.2,32.13,0,72,1707484348.8569221
3,9,7,32,65,591,574,0.651,0.684,0.970047619047619,75.24068968253968,18.02,65.32,0,64,1707484678.2382386
5,6,6,65,71,353,364,0.412,0.754,0.9686666666666667,76.20935634920635,80.34,71.13,0,72,1707484917.2681024
4,5,7,71,47,209,226,0.463,0.758,0.9926,77.20195634920634,236.62,47.2,0,88,1707485157.1912389
1,9,7,47,41,980,1053,0.9,0.628,0.9897142857142858,78.19167063492063,169.5,41.41,0,56,1707485411.04853
4,8,8,41,48,293,306,0.662,0.708,0.97125,79.16292063492062,25.25,48.27,0,48,1707485568.8108664
5,7,5,48,57,296,305,0.47,0.705,0.9671428571428572,80.13006349206348,43.16,57.32,0,56,1707485766.791149
5,8,9,57,66,297,306,0.651,0.739,0.9634861111111112,81.0935496031746,40.05,66.8,0,64,1707485998.4643512
5,9,6,66,72,392,394,0.663,0.696,0.9736666666666667,82.06721626984127,25.36,72.6,0,72,1707486186.815326
1,6,4,72,32,580,719,0.589,0.605,0.9981666666666666,83.06538293650793,370.09,32.13,0,96,1707486372.2497
2,8,4,32,92,725,790,0.763,0.679,0.995375,84.06075793650793,88.02,92.67,0,96,1707486540.296563
5,6,5,92,82,175,189,0.555,0.712,0.9925,85.05325793650793,180.94,82.73,0,120,1707486737.5030944
3,6,6,82,69,352,366,0.535,0.677,0.9891666666666666,86.0424246031746,103.37,69.0,0,72,1707486979.8757713
4,4,9,69,37,199,217,0.322,0.782,0.9673888888888889,87.00981349206349,307.94,37.19,0,88,1707487281.4857085
4,9,7,37,72,428,436,0.699,0.722,0.9776666666666667,87.98748015873015,20.94,72.0,0,72,1707487619.3172913
3,4,9,72,46,92,102,0.292,0.844,0.9667777777777777,88.95425793650793,216.3,46.33,0,80,1707487806.758336
4,6,6,46,58,225,236,0.511,0.686,0.9851666666666666,89.9394246031746,120.35,58.33,0,64,1707488250.365481
1,7,9,58,40,1009,1092,0.677,0.63,0.9667142857142857,90.90613888888889,199.18,40.16,0,64,1707488473.1416702
6,6,8,40,59,166,176,0.395,0.716,0.9553333333333334,91.86147222222222,141.27,59.35,0,72,1707488628.7822855
1,6,6,59,32,622,757,0.6,0.63,1.0,92.86147222222222,278.96,32.48,0,72,1707488874.1357937
6,7,8,32,73,189,198,0.433,0.743,0.9547321428571429,93.81620436507936,66.08,73.07,0,72,1707489052.2222
2,7,9,73,68,693,723,0.646,0.731,0.9735079365079365,94.7897123015873,142.11,68.87,0,80,1707489265.663406
3,7,6,68,90,529,555,0.658,0.715,0.994,95.7837123015873,65.13,90.47,0,88,1707489473.1260154
2,6,8,90,54,394,433,0.594,0.672,0.983,96.7667123015873,108.37,54.07,0,56,1707489745.2591314
6,6,6,54,56,184,190,0.448,0.687,0.9746666666666667,0.0,58.46,56.93,0,56,1707489979.4152071
3,8,9,56,113,740,779,0.689,0.715,0.9655694444444445,0.9655694444444445,87.98,113.27,0,112,1707490213.6577554
6,4,6,113,42,151,162,0.259,0.72,0.96475,1.9303194444444445,291.5,42.21,0,96,1707490458.5632322
3,8,5,42,106,907,899,0.726,0.708,0.99075,2.9210694444444445,46.38,106.0,0,104,1707490797.2180617
3,7,7,106,93,530,570,0.607,0.67,0.9824285714285714,3.9034980158730157,145.52,93.4,0,112,1707491038.2843988
1,8,8,93,50,971,1190,0.787,0.661,0.981,4.884498015873016,355.57,50.6,0,144,1707491302.074424
2,4,4,50,31,232,259,0.365,0.662,0.99125,5.8757480158730155,350.12,31.73,0,88,1707491455.7333632
3,6,9,31,62,431,463,0.504,0.749,0.9672222222222222,6.842970238095238,110.8,62.06,0,64,1707491765.8768008
2,7,5,62,67,420,447,0.64,0.647,0.9914285714285714,7.834398809523809,159.64,67.47,0,88,1707492058.5699327
4,8,8,67,73,412,425,0.694,0.772,0.98325,8.81764880952381,24.79,73.67,0,72,1707492293.0055213
5,8,4,73,72,210,218,0.52,0.64,0.965,9.78264880952381,31.52,72.27,0,72,1707492490.742863
5,9,9,72,97,537,516,0.713,0.795,0.9675555555555555,10.750204365079366,18.73,97.71,0,96,1707492688.9188514
5,8,5,97,89,278,291,0.638,0.689,0.97975,11.729954365079365,67.34,89.13,0,88,1707492897.414975
1,6,5,89,31,491,611,0.597,0.63,0.9995,12.729454365079365,375.27,31.87,0,96,1707493102.054507
2,7,6,31,75,422,465,0.655,0.642,0.9935714285714285,13.723025793650793,154.62,75.6,0,96,1707493265.9395978
2,7,5,75,73,775,811,0.651,0.661,0.993,14.716025793650793,156.92,73.27,0,96,1707493475.2906122
6,7,9,73,88,374,382,0.457,0.796,0.9537301587301588,15.669755952380951,71.01,88.19,0,88,1707493682.6890926
5,5,9,88,52,125,137,0.468,0.807,0.9832666666666667,16.65302261904762,245.86,52.87,0,104,1707493919.145364
5,8,7,52,167,330,342,0.656,0.72,0.982,17.635022619047618,88.0,167.4,0,168,1707494177.9203672
6,7,7,167,133,359,376,0.559,0.743,0.9798571428571429,18.61487976190476,117.0,133.4,0,144,1707494371.8067777
3,6,9,133,90,768,804,0.509,0.74,0.9670555555555556,19.581935317460314,211.73,90.52,0,152,1707494585.3491526
1,8,6,90,52,592,724,0.8,0.603,1.0,20.581935317460314,348.43,52.05,0,144,1707494877.9150746
4,8,5,52,105,580,569,0.651,0.709,0.981375,21.563310317460314,41.52,105.43,0,104,1707495029.4253757
1,9,6,105,77,843,1007,0.901,0.602,1.0,22.563310317460314,156.68,77.57,0,104,1707495233.1382356
3,8,7,77,80,709,695,0.588,0.691,0.9722142857142857,23.5355246031746,19.44,80.76,0,80,1707495388.750444
4,8,5,80,105,440,450,0.685,0.687,0.985625,24.5211496031746,86.05,105.13,0,104,1707495653.838095
1,7,4,105,38,820,983,0.676,0.664,0.9965714285714286,25.517721031746028,314.15,38.6,0,96,1707495851.591827
3,4,8,38,43,311,333,0.301,0.823,0.97525,26.492971031746027,280.72,43.26,0,96,1707496013.3799322
5,8,4,43,97,338,342,0.68,0.705,0.985,27.477971031746026,65.12,97.4,0,96,1707496437.750764
4,4,7,97,35,37,42,0.393,0.797,0.99825,28.476221031746025,342.72,35.6,0,96,1707496635.9944355
2,5,7,35,50,476,512,0.45,0.788,0.99,29.466221031746024,198.82,50.29,0,80,1707496945.9559221
1,5,9,50,27,556,688,0.499,0.658,0.9729111111111111,30.439132142857133,363.19,27.59,0,80,1707497212.7945032
3,5,5,27,66,279,303,0.391,0.712,0.9782,31.417332142857134,194.65,66.53,0,104,1707497397.1580431
2,6,6,66,73,674,741,0.55,0.702,0.9916666666666667,32.4089988095238,206.17,73.0,0,120,1707497730.7976072
2,8,5,73,97,741,761,0.392,0.666,0.9490000000000001,33.3579988095238,183.24,97.67,0,144,1707497944.1934035
1,9,6,97,66,1492,1724,0.856,0.646,0.9951111111111111,34.35310992063491,287.43,66.33,0,152,1707498143.3669035
1,4,4,66,12,64,71,0.399,0.619,0.6929500000000001,35.04605992063491,1603.88,12.33,0,160,1707498297.1333647
4,9,6,12,105,672,662,0.671,0.723,0.9745555555555556,36.020615476190464,18.94,105.4,0,104,1707498510.2472203
3,8,6,105,80,608,597,0.704,0.663,0.988,37.008615476190464,21.13,80.47,0,80,1707498717.9193058
5,5,9,80,69,152,163,0.417,0.765,0.9684,37.977015476190466,211.04,69.13,0,112,1707498952.6601865
1,8,4,69,56,1232,1299,0.772,0.633,0.9964999999999999,38.973515476190464,211.32,56.6,0,96,1707499211.5306163
1,4,8,56,18,191,235,0.4,0.635,0.979375,39.95289047619046,665.99,18.0,0,96,1707499375.42856
6,5,5,18,67,190,201,0.326,0.754,0.9652000000000001,40.918090476190464,175.22,67.4,0,96,1707499572.0854864
5,6,7,67,64,263,274,0.39,0.716,0.965,41.88309047619047,186.86,64.11,0,96,1707499860.882965
3,4,8,64,43,117,125,0.286,0.73,0.96275,42.84584047619047,237.24,43.47,0,80,1707500092.5679777
3,8,7,43,75,628,625,0.597,0.65,0.9674821428571428,43.81332261904761,17.65,75.27,0,72,1707500492.7288349
1,6,4,75,35,778,864,0.593,0.621,0.9988333333333334,44.81215595238094,373.12,35.17,0,104,1707500752.7899704
1,5,7,35,26,501,631,0.495,0.646,0.9912857142857143,45.80344166666666,497.42,26.24,0,104,1707500928.8131332
4,7,5,26,105,364,383,0.646,0.693,0.9922857142857143,46.79572738095237,91.16,105.2,0,104,1707501113.0741014
1,7,5,105,105,2170,2271,0.699,0.845,0.9998571428571429,47.79558452380952,33.9,105.2,0,104,1707501321.9442227
2,8,6,105,94,1005,1070,0.755,0.663,0.994375,48.789959523809515,95.23,94.16,0,96,1707501457.2091794
4,7,4,94,79,221,233,0.559,0.664,0.9798571428571429,49.76981666666666,76.85,79.8,0,80,1707501658.4916923
1,9,5,79,56,1164,1246,0.871,0.627,0.9967777777777778,50.766594444444436,157.24,56.8,0,72,1707501870.8000498
4,9,8,56,24,146,152,0.664,0.735,0.9656527777777778,51.73224722222221,21.02,24.13,0,24,1707502022.6631708
4,6,9,24,24,151,161,0.425,0.751,0.9542777777777778,52.68652499999999,32.34,24.57,0,24,1707502211.964072
4,8,9,24,32,209,214,0.681,0.712,0.9642361111111111,53.6507611111111,25.8,32.13,0,32,1707502438.6264808
1,8,4,32,31,662,701,0.704,0.625,0.988,54.6387611111111,114.7,31.6,0,32,1707502636.4138083
5,7,9,31,40,101,106,0.415,0.747,0.9422857142857143,55.58104682539682,29.29,40.53,0,40,1707502800.3787882
1,7,6,40,28,609,700,0.695,0.662,0.9992857142857143,56.58033253968253,139.71,28.2,0,32,1707503008.9991229
4,9,7,28,32,211,219,0.398,0.688,0.9425079365079365,57.52284047619047,20.22,32.6,0,32,1707503164.6858273
1,5,4,32,12,117,132,0.498,0.651,0.9996,58.52244047619047,246.61,12.13,0,24,1707503358.2939074
3,4,8,12,29,208,220,0.307,0.853,0.97675,59.49919047619047,163.89,29.67,0,40,1707503540.6106958
3,6,9,29,40,328,325,0.478,0.745,0.9624444444444444,60.461634920634914,31.8,40.0,0,40,1707503938.4013948
1,9,7,40,40,543,644,0.9,0.648,0.9925714285714285,61.454206349206345,15.72,40.65,0,40,1707504233.066224
4,7,8,40,40,279,278,0.548,0.72,0.9682857142857143,62.42249206349206,27.24,40.35,0,40,1707504388.8185563
4,9,8,40,48,320,324,0.715,0.701,0.9670694444444444,63.389561507936506,21.21,48.33,0,48,1707504598.9355206
4,6,8,48,40,243,248,0.429,0.726,0.96225,64.3518115079365,46.36,40.68,0,40,1707504788.1444137
3,5,6,40,31,150,160,0.441,0.683,0.9882,65.34001150793651,80.39,31.0,0,32,1707505016.993408
1,8,6,31,24,479,560,0.799,0.621,0.9998750000000001,66.33988650793651,27.1,24.53,0,24,1707505343.6865523
5,9,6,24,56,319,310,0.712,0.66,0.9791111111111112,67.31899761904762,27.71,56.47,0,56,1707505493.2313282
5,5,9,56,43,107,116,0.387,0.741,0.9597333333333333,68.27873095238095,119.63,43.73,0,48,1707505681.1331382
3,6,8,43,40,355,363,0.467,0.784,0.9758333333333333,69.25456428571428,36.18,40.07,0,40,1707505929.5677648
6,5,7,40,40,102,110,0.412,0.742,0.9823999999999999,70.23696428571428,41.05,40.0,0,40,1707506218.040802
1,5,5,40,16,202,255,0.497,0.664,0.9994000000000001,71.23636428571427,300.63,16.53,0,40,1707506471.3262546
4,8,6,16,32,169,170,0.468,0.654,0.9585,72.19486428571427,22.87,32.14,0,32,1707506653.589215
3,5,4,32,32,216,228,0.38,0.704,0.976,73.17086428571427,82.91,32.27,0,32,1707506849.0164104
1,5,9,32,16,216,270,0.491,0.754,0.9819777777777778,74.15284206349205,305.47,16.47,0,40,1707507182.479801
3,5,4,16,40,130,141,0.362,0.711,0.9724,75.12524206349204,76.7,40.4,0,40,1707507368.9826193
1,4,5,40,13,116,135,0.4,0.599,1.0,76.12524206349204,374.63,13.47,0,40,1707507698.526173
5,7,7,13,40,226,229,0.443,0.692,0.9621428571428572,77.08738492063489,26.94,40.26,0,40,1707507917.1975245
